text,label
staff listen extra cost rip treated asked wanted upgrade room view 20 room windows absolutely filthy room munch arrive motorcycle state comments changed 21 1 night asked manager arrogant waste time discussing 21 busy 5 minutes standing bar staff drinking,0
room small superior room double larger single rooms pastno positive,0
room lift noisy lovely cookies arrival,1
negative modern stylish immaculate friendly atmosphere situation neighbourhood safe walking distance night booked move posh road couple nights wish stayed time barcelona extremely value money,1
weather staff polite professional room comfortable easy reach london city airport 2 minute walk nearest tube station definitely stay perfect base sight foot tube chocolates birthday card room lovely gesture,1
staff mask bar unfriendly great location clean rooms quiet,1
strange definition city view rails waterloo station poor breakfast service queuing 45 minutes gettting table conference room obliged watch children movie big screen breakfast poor quality food especially bread call reception day complete towel set positive,0
negative staff helpful party fell needed stay longer room thankyou,1
requested room lift assumed disable walk shower room gf reception noisey staff quickly changed grateful entered room unpleasant smell bathroom toilet ventilation bedroom blocked brickwall depressing disappointed stay extremely pleased hope treat time guests gym basement enter floor smells heavy dampness gym treadmill inclined back tv worked immitenently sound cleanliness staff attitude fantastic parking availability site,1
matters badno positive,1
location room service menu room pool area,0
decor dated conversations rooms heard easily wifi partially work rooms pungent odor bathroom exterior location excellent customer service friendly helpful,0
dialed housekeeping number phone dozen times answered informed hand mini bar included room rate view river window lovely room received sun shine,0
spa acess prices breakfast staff,0
noise railway station atmosphere messy date rooms stained room carpets disappointing quality high chain expensive site car parking great breakfast,0
price bit high okno positive,0
tiny rooms place refurbishing convenient location oxford street,0
bit difficult connection airport 2 changes nice room great view 9th floor bathtub large bed,1
location business journeying central city prepared walk taxi town train station shuttle airport infrequent taxi careful connecting restaurant harbour kitchen connected terrible value super great breakfast great value nice gym nicely furnished maintained room size nice enjoy bath long day great value price staff,1
bigger roomno positive,1
negative fabulous staff attentive requirements,1
negative room amazing atmosphere superb,1
room smallno positive,1
negative staff nice personally modern design room accommodations modern cold late afternoon room warm clean service great located street form park lovely location,1
room number 334 horrible dark room small size small double bed tacky furniture white tiled fashined dirty bathroom window asked change reception asked extra money changed room day stay appreciate worst memory vienna room service change bedding 6 days location breakfast great days stay experience staff heba changed room suit 6th day,0
4 star modest 3 star renovated location 10 minutes centre vienna staff friendly,1
train station extremely close bit hike city center small things felt toilet seat bathroom properly fastened loud clunk walked elevator deal breaker room excellent tub moving italy tub room pictured breakfast plentiful diverse parking arrived early staff allowed register early leave car luggage spitting distance train station value money,1
quality staff clean services problem contact manager helpful listen advice book positive,0
breakfast expensive offer awesome location spacious luxurious rooms comfy beds modern stylish impressive grand etage fantastic view,1
14 degree room night problem window windows quilt fill frozen sleep sweater centrum free refreshment water mufin snacks tee room friendly staff,0
checked pay admin bond fee system card declined bit knew available funds small system glitch minor hiccup breakfast buffet awesome staff helpful professional room reasonable size quiet elevators nice spacious waiting long time elevator staff friendly approachable helpful graceful professional,1
brilliant excellent location beautifully clean rooms friendly helpful staff definitely stay,1
stayed daughter week october including days hunkered hurricane sandy excellent handled hurricane superbly tipjoin presidents club checking free free internet roomfree gym benefits superb breakfastswe bed breakfast price goodfar cheaper nearby seasons excellent concierge desk helpful restraunys tipget metro plastic travel card save moeny metro buses,1
style room room lift shaped making feel small comfort bed location,0
,1
great staff extremely helpful room clean small superior room bit space compared standard room bed super comfortable comments bathroom extremely small small feel lack space neat clean location great lots eating places bars shopping lot clothes stores area close bastille station 10 mins drive gare nord,1
breakfast brilliant location quality rooms,1
room extremely small large stain carpet bathroom nicely decorated,0
breakfast included price stylish room huge bed,1
bathrooms showing age beds comfortable rooms small york staff nice location problem noise street slept baby happy stay,1
smell room view heights restaurant,0
negative,1
price cheap rightly loud situated onramp onramp wonder earplugs luck staff nice check day early found room price rd party internet sitemuch room clean worn linen replacement parking limited walk gaslamp district great place walking bottom line pay room head place,0
location price decent staff friendly,1
parking hotels stayed excellent staff comfortable beds impeccably clean,1
room service rubbishno positive,0
poor room deluxe room advertised payed positive,0
staff friendly pay parking air conditioning thereno positive,0
air conditioning working car park paid requested checking parking penalty notice issued reason challengingno positive,0
breakfast appealing tea facilities room shower desperate upgrading lot finishing touches needed packaging removed pictures clocks location amazing staff helpful great customer service rooms comfy bed quiet rooms hard believe busy road,1
elevator quaintness property location staff helpful,1
hearing toothpaste woke 8 45 cleanerno positive,0
staff speaks english poorly polite expressed words welcome spoke 3 days words heard location clean comfy beds,0
breakfast menu day long stay bored eating change menu alternate days laundry service saver family children health club spa service fantastic expensive make bit economical,1
service location food great staff especially helpful friendly gave picnic breakfast day departure breakfast room opened kind,1
floor cleaned 2 days positive,1
rooms tired facelift clean maintained room fitness room showers cardio machines back lift sweaty polite helpful staff great views serviced rooms great location stay,1
negative perfect,1
rooms quality bath empty water bar restaurant closed,0
pretty place stay noisy uncontrollable airconditioning lets youre awake hear tv youre asleep wakes kicks restful nights sleep place stay,0
bath accessories razor day complementary water location shower staffs,1
negative staff courtesy efficiency room decor perfe tly,1
breakfast included price paid cleanliness room minibar general service close tube station,1
waitin check check enviroment location,0
negative love breakfast,1
negative decor option buy breakfast vouchers,1
lifts waiting busy bed comfy reception team,0
sitting review impressed room modern feels youre staying grandmothers attic wallpaper peeling wall lit outlets room especially convenient bed built lamps terrible views loud construction noises woke location beaten path closest stop red line accessible loop stops blue line airport transferring health club site hundreds hotels stay,0
negative enormous comfy bed,1
location abit tucked away places eat drink rooms worth money paid pool added bonus,0
negative comfortable room great location quiet,1
small dated rooms underwhelming breakfast costly additional spa facilities staff uncompromising rude extreme renovation building noise value money location,0
complaints location spec apartment,1
negative easy metro line 1 stop clot town staff helpful calling taxis giving recommendations dinner roof great view nice place play cards relax dinner breakfast cafe road comment food lobby bar nice,1
noisy corridor located cleaning supplies closet 2nd floor air conditioning,0
great big noisy chimney type room tv sleep supposed check 3pm room ready 4 30pm disabled needed lay meds room bathroom stank sewage phone work breakfast late totally wrong towel heater broken shoddy staff unhelpful holiday canning town nicer cheaper stay burger,0
room upgrade dated bathroom smelt drains times earl grey tea bags room tea coffee making facilities drink green tea english breakfast tea central wanted,0
bit price parking,0
refilling tea sugar room day concierge,1
room smaller expectedno positive,0
hot water 2 days repaired location,0
stayed room front lot road noise bathroom tiny kettle pay warm water make tea offer room service rate star days earlier stayed nh danube city chain miles time visit vienna stay location perfect visiting city centre bed comfortable,0
massive decor abit dark room staff helpful value money excellent place match show abit london,1
negative exceptionally clean fantastic comfy beds smart bathroom friendly helpful staff coffee machine room,1
curtains close completely noise footsteps room lavatory low athletic challenge water room pleasant staff clean inviting room,0
male member staff entered room warning knocking retrieve items previous guests minibar asked reception staff remind staff knock walking guests interested room number left feeling uncomfortable uneasy room disappointed location,0
noisy tiny rooms breakfast scarce positive,0
negative bed choice cushions,1
staff check behaviour staff check behaviour dish washer tv channels spanish limited international location simple decoration comfortable,1
cleaning service poor reception,0
negative position,1
room poor condition value money closed mico milano congressi place james bond,0
room bit bigger cookie arrival bed comfy staff pleasant,1
room small different portrayed photos decided check day booking move positive,0
put wrong room booked room reviews shared bed instead single beds view inside building high building requested staff happily changed room charge fee change rooms double bed views,1
negative lovely room,1
towels family hot water runs cold randomly wifi price range distance beach closer beach spend money staff friendly pool area clean comfortable family room size,1
close reception noisy reception staff talking hours room spacious,0
problem room tiny basically single room double bed room hang couple coats lived suitcases days moving make space pipes made racket morning ideal location minutes walk broadway price paid room bargin recommend rooms small stop comfort downtown memphis rooms massive breakfast included free internet access definately recommend luck finding,0
reception made pay stay night arrival check nice appropriate welcome guest especially 11pm exhausted bedroom bathroom clean sheets sink shower bedroom small comparison pictures showed price room bed comfortable breakfast looked fine chance,0
simply value price location perfect attending event rai convention center wi connection free fast,0
2 small things put staying 1 leak sort carpet bathroom carpet wet point 2 bar serve peach bellini told 30mins point running late cocktails leave evening event big issue nice ordered staff exceptionally friendly helpful bed comfortable style inside room arty generally great,1
gym room small login everytime wifi room breakfast location,1
paper cups 4 lift dreadful slow staff unhelpful rude walk round corner eiffel tower personality business avoid booking close metro tower,0
small room fixtures bit worn location,0
ran tooth paste bother inform waited calling hour visit positive,0
lift slow small room big cozy staff helpful friendly,1
negative chilled environment everyday work trouble,1
negative stay perfect,1
free view tv basic days tv upgraded location feels safe area,0
small room dust closet noise installations staff location,0
adjacent td banknorth center north station online rate actual reservation rate telephone reservation specialist honest lobby fabulous complimentary breakfast world staff welcoming shifts downside washcloth left bathtub personal hair temperature room hot uncomfortable controllable stayed cold told front desk day offered suggestion put heat economy leave windows open,0
booked small double room expect small considering price cupboard room squeeze double bed access bed side room open suitcase earlier week stayed hilton 5 minutes road large newly refurbished room great view london price paid mercure stayed paddington station easy heathrow,0
4 star things dated carpets tv chipped paint wobbly windows replacing bed small comfortable small location brilliant 10 mins theatre close tube lovely quiet area staff nice clean,1
luggage arrived 60 minutes checking telephone working location bathroom bed,0
pity stay longer perfect,1
ground floor noise park area helpful lady front desk,1
room picture bed small room small places hang clothes location,0
room small breakfast expensive choice bathroom amenities vanity kit soap body lotion staff nice cooperative,1
room dirty carpet dirty dusty beds made succeeding nights hair strands inside cabinet arrived cleaning staff missed clean room 3rd day towels changed despite leaving staff front desk breakfast area helpful breakfast selection,0
deluxe room tiny nice bit bigger appreciate space premium london comfortable stay bed mattress comfy staff helpful nice room carried bags happen days reception rang room 10 mins fab meal nearby malaysian restaurant great pub meal local,1
negative girlfriend fell bed enjoyed stay staffs courteous,1
great location rooms spartan noise top floor roof machinery led sleep combined noisy ac rooms hot pleasant complained front desk arranged move day forgot sleepless nights,0
difficulty finding lifts especially restaurant close room commissars helping case stairs,1
absolutely experiences egerton house egerton house wonderful respite london traveling country contrast negative comments staff found staff engaged helpful extremely helpful finding physician developed sinus infections traveling service courteous responsive requests location egerton house excellent located quiet beautiful neighborhood pied terre london definitely return london visit,1
room food cleanliness location,1
dinner expensive lamb rump 5 small pieces 20 wife haddock soft batter pillows hard great view room room secured online room comfortable quiet lovely bath breakfast amazing staff friendly helpful handy o2 boat o2 excellent dlr links recommend,1
lovely appointed small luxurious romantic service outstanding downside find celebrated anniversary satisfied,1
room lot smaller looked pictures tv english channels lot luxorioua pictures person priced mini fridge 4 small water facilities inside room location short walk ramblas nice decor inside,0
negative rooms r small r dark install light,0
plumbing toilet poor water drain away flies insects room coming aircon vent front desk staffs slow check positive,0
provide free wifi positive,0
ac work extractor toilet loud rattled ceiling expect price night room nice size bed comfy,0
advertising booking false pay extra room location,0
service bar improved clean comfortable location,0
negative great newly furnished,1
charge parking location grate,0
stayed royalton month hesitate return recommend complaints service board fantastic big especially qiara clay outstanding worthy comment music bar,1
complimentary water quaint style decoration rooms revamped modern luxury great comfort bed,1
staff helpfully location,1
enjoyed stay desperate upgrade rooms dark depressing poor finish carpets curtains bathroom reception staff absolutely fabulous efficient friendly helpfulgood selection breakfast dining area small,0
tiny bathrooms limited interesting tv channels poor toiletries superb location decent sized rooms comfortable bed pillows,1
room previously smoking room smelly reception nice parking free charge guests location close yellow underground,0
milk make tea coffee bit picky breakfast great staff cars front give guest nice welcoming,1
small room cleanno positive,0
negative great view,1
comfortable friendly idealylocated,1
insulted receptionist checking post brexit rudenessno positive,0
negative views houses parliament excellent staff helpful,1
check 3 pm arrive london early search place 3 pm difficult kids place close paddington train stataion arabic street london big bus stataion rooms clean,0
breakfast appalling glasses juice knife eat bacon sausages tomatoes breakfast stages rasher bacon sausage gave rest lady dining room busy tick residents list instead organising breakfast room advert small double perfectly sized needed,0
,1
arrival eye contact mind communication smile food standard expensive shabby ignorant toast,0
reading previous reviews worried pleasant surprise rooms clean smelled beds comfortable extra soft pillows neighborhood nice quiet staff friendly breakfast love cookies front desk coming back group stay hampton staying side faces rail road noise hard time mornings comfortable,1
expensive event nights room double rate event nights comfortable rooms great beds chill environment,1
room shoddy great breakfast,0
basic room reception bar rooms surprisingly basic refresh sheets cover bed paying location flash reception,0
stayed orchard late april experience weve stayed times years readily accessible internet service wife likes proximity shopping closeness union square appreciate comfortable rooms furnishings great rate internet special offer staff friendly helpful doubt return time san francisco,1
laquinta stayed weekend april room clean public areas hallway floor nonsmoking room smokysmelling smoking allowed public areas goodness smoking rooms share ventilation system smell bedroom portion room bathroom vanity area morning breakfast great loved makeityourself waffles smell waffles cooking masked smoke smell lobby morning hours front desk bit understaffed employee shift weekend nice accommodating,0
facilites small locaci,0
bed sloped middle coffee cups room cleaned check asked booked booking told points card location,0
breakfast busy lots queuing involved stayed small room view tower bridge compensated compact size,1
negative value round helpful staff close paddington station hyde park,1
breakfast expensive taste general room large comfortable quiet,1
krasnapolsly highly rated 5 star service ish rooms small dirty bathrooms extremely small location great,0
stayed years rooms slightly dusty staff cheeryno positive,1
sound isolation poor time passed corridors hear hear talking lucky neighbors decided idea shout 2 add wonderful sound isolation rooms unforgettable night paris p real windows present square yard 1 5x1 5m easily neighboring rooms positive,0
staying days visit remembered friendly helpful staff wonderful food presented maintained room children time top floor duplex suite views excellent located minutes walk bars restaurants shops bercy village cour st emilion metro station ideal evening meals paris quickly,1
rooms tired food available 10pm staff super helpful convenient business center minute administration,0
heating system poor coffee machine bedroom room small bed,1
awesome room 4 stars cold room informed staff 2 3 times made verifications staff friendly happy breakfast,1
sink blocked location rough area local shops restaurants asked room service cream room walking lobby found loads customer service bed comfortable bathroom spacious,0
service provided check class big ana,1
top notch room spotless breakfast amazing staff helpful,1
price paid expected lot nicer room professional staff rooftop cocktail bar open complementary coffee tea room buy bag tea 8 euros wanted tea room 2 staff point forgot serve drinks lounge 3 times eventually drinks free made leave casa bonay feeling valued guest price high problem return building location libertine living room style lounge comfortable,0
room shape,0
personnel stayed 2 nights night leaving guy reception asked pay price nights charge credit card booking chose cash method guy gon escape paying manner kind clean bed hard breakfast air conditioning,0
work areas closed told hand room bit disappointing size layout money lots gadgets slow working pay extra river view staff great food restaurant bar,0
staff lazy checking supposed 02 00 stay 05 00pm roomno positive,0
odor hallway bathroom carpet upstairs steps dangerous fell staffs excellent helpful front desk room service rooms,0
stuff amazing,1
negative loved rapid professional check large breakfast buffet selection staff super nice knowledgeable block metro stops centrale train station easy walking distance duomo scala brera montenapoleone,1
room 3 kitchen 2 knives 2 glasses 1 fork double bed bedside table bedside lamps work dirty drip marks woodwork horrible bed dropped glasses back bed due lack bedside table crawl bed retrieve phone unplugged charge finally arrival nap due bagging wall bed workmen location air,0
staff helpful problem room make decision immediately positive,1
negative fabulous perfect location o2 easy central london tube,1
negative location size room cleanliness,1
room design afraid small shower entrance vary tight updates needed room stayed similar room half price sorry design room set,0
negative bunnies street bed,1
restoration considering room price facilities staff current set completely acceptableno positive,1
undergoing external repairs scaffolding present noise problem stayed weekend monday bank holiday friendly front house staff cheerful welcoming helpful value station centre milan hotels expensive nice breakfast selection food comfortable bed nights sleep modern equipped room bathroom modern flat screen tv free mineral water fridge free wi worked,1
construction early hours morning loud music 2 3 thin walls breakfast area location lounge,0
lift loved style location,1
trim furnishings starting bit tatty shadow former glory smoking floor floor 2 stinks shocked learn smoking great location canary wharf,0
night noisy party sky lounge prices sky lounge top heavy great reception staff comfortable room great location amsterdam,1
walls thin wanted bless room hear sneeze constant pounding time bathroom room standard front desk fine dvd library stayed close airport early flight glad plan walking decided drive dinner worried fix walls worst bring earplugs season,0
perfect exceeded expectations excellent service brassiere breakfast time manger shihab manageress agnes exceptional especially extreme pressures service received 2 made feel special big sheffield wednesday supporters,1
breakfast awful reception staff check extremely rude lack communication reception billing warning charge compared holiday stayed bed comfortable fairly spacious,0
round fantastic,1
proper hot water bathroom excellent room facility location,1
negative great friendly convenient location,1
mattress extremely uncomfortable sleep night location,0
noisy major construction happening tower impossible sleep late positive,0
negative minute arrived staff helpful polite friendly received excellent service bars relaxing great views city highly recommend,1
negative employers breakfast,1
bathroom small size room modern clean decor nice room large,1
room dated impossible sleep noise trains tube mini bar fridge work positive,0
plug radiator room central heating work night radiator correct temperature made loud click notse turn waking positive,0
negative clean comfy rooms polite staff breakfast spot option upgrade recommend definitely stay,1
bathroom small tired needed refurbished shower cap location welcoming friendly staff,1
nights comped vip card nights stayed dirtiest room entered room looked chewed carpet inspection found booger bathroom wall pee splatter brown stuff painting stains curtain needless stay night return,0
hear flushing toilets friendly helpful staff reception desk breakfast room,1
charged 20 pounds checking couple hours earlier give deposit 60 pounds back check bathroom small move nice back great location 3 minutes away ealing common station 10 ealing broadway nice shopping area station comfortable room bathroom tiny friendly staff,1
receptionist arrived upgraded request room walk shower room ended paying lot extra junior suite wanted staff bit confused rooms grade facilities extremely comfortable bed beautiful high quality linen calm civilised atmosphere,1
location streets hard find parking unload car park difficult find walk shower,0
restaurant bathroom bathroom shower soap shampoo cleanliness dirty bed linens forgotten room location,0
expensive breakfast location great view excellent public transport hop bus,1
positive aspects wonderful location pretty landscaping outdoor ammenities friendly staff negative aspects dirty damp small room found hairs shower room vacuumed difficult move room small internet work promised charged wrong credit card despite clear instructions television poor reception flickering lights nonsmoking room reeked smoke shower head low hotels ive stayed worst great location felt safe stay,0
quality bed mattress wi cracking shower flood entire bathroom awful surroundings enterprises offices parking place despite free ease find staff professional conclusion concerning price pay 4 disappointed positive point subway location 5min walking,0
stayed days conference nite room noisey sleep requested move found room ususally rented food recommend eat drink service ran hot cold,0
ac made noise rooms small house keeping bit rude handed mw duvet told cover towels bathroom clean basic channels tv bathroom jammed bathroom extract work location fantastic,0
hard fault awesome location lovely rooms brilliant staff,1
breakfast average location,0
thin walls location staff,1
bathroom tired refurb excellent location super friendly staff,1
slightly city public transport excellent location close station metro bus,1
dislike amazing place daughter amazing festive night definitely back telling friends relatives experienced power,1
400 pounds night breakfast included shocked polite price classed 5,0
negative loved rooftop pool bar long hot day walking day loved location staff super friendly helpful,1
