text,label
 Overpriced paid for upgraded larger room which was tiny and bathroom miniscule Was credited back the upgrade cost but 17 00 for glass of wine and a pint and 19 00 pp for breakfast Taxi and tube fares meant it would have been worth paying more for staying in Zone 1 as we did on previous visit If you are visiting theatres expect 30 for taxis Hotel was up to standard but nothing special and rooms were tiny,0
 The hotel rooms were extremely cold even with the heaters on Our rooms were at the front of the building so the noise from trams and students leaving local club was excessive  The hotel was well situated and within walking distance of everything ,0
 I would almost call it a scam the pictures are not reflecting the actual rooms From the pictures you expect a brand new modern boutique style accommodation but you get 20 to 25 year old rooms  Friendly staff good breakfast,0
 The bathroom was so small that I burned my leg on the towel heater twice The room was so small that there was hardly room for the bed and one armchair It was very awkward trying to move around the luggage on the racks in the room  Outlaws restaurant,0
 Unfortunately our room was adjacent to and over looked the building site next door that is not the hotel s fault but be aware of this  Staff are extremely friendly and helpful Plenty of choice for breakfast and all very fresh ,1
 Nothing  Nice compact hotel near lots of lovely restaurants and sights ,1
 The completly unexpected 150 deposit on top of out payment for the room it completly ruined our holiday as we had very little spemding money left after it Was no where on the booking com website We also asked for a double room but got two single beds pushed together with 2 single duvets it felt like we were sleeping on rocks Not a hotel for couples  Easy to get to on the tram not far from the city center ,0
 Going home The Restaurant manager forgot her name Was absolutely fantastic We complimented her for the wonderful food variety and service So she called out the head chef so we could talk with him A fellow South Africa and absolute gent Lovely hotel Highly recommended ,1
 Room was just big enough to move around absolutely no space to lay your luggage open No kettle provided Upon request it was brought up but again gotta requesf for a cup No cofee tea in the room either Hairdryer was difficult to use gotta press hard onto the button to operate it and irs very heavy  Location cleanliness nice atmosphere ,0
No Negative We loved the breakfast bags Every evening they give you a paper bag which you hang on a hook placed outside your door In the morning you find yogurt banana and juice are waiting for you A great perk ,1
 The worst was the receptionist We explicitly asked whether the trains to the airport were running normally he pretended to looked in the system and assured us all was good Having trusted him we arrived at the train station only to be told that that weekend due to planned works on the tracks no trains were running We scrambled to make it to the airport which cost us extra money and we barely made our flight He simply lied into my face which I find unacceptable  The location of the hotel is superb right on the subway nice area cafes and restaurants all over The rooms are of good size ,1
  Big rooms easy traveling to center ,1
 We had a connecting room and the soundproofing was inadequate which meant that we could easily hear the couple next door  The staff and the well equipped gym ,1
 Room keys are totally  Everything was really beautiful ,1
 Staff didn t want to listen Everything was at a extra cost Rip off hotel  Treated like a dog they asked me if I wanted a upgrade a room with a view 20 when I got in the room the windows were absolutely filthy could hardly see through them the room wasn t munch better I arrive on my motorcycle I did state this on my comments then they changed me 21 for 1 night I asked to see the manager who was really arrogant and didn t really want to waste his time discussing 21 as he was too busy 5 minutes later he was standing at the bar with his staff drinking ,0
 The room was very small for a superior room Even for a double I have had larger single rooms in the pastNo Positive,0
 Room next to the lift very noisy Lovely cookies on arrival,1
No Negative The hotel was modern stylish immaculate and had a friendly atmosphere It was in a good situation the neighbourhood is safe and it is within walking distance of everything After one night we had already booked to move to a posh hotel up the road but after a couple of nights there I wish I had stayed my whole time in Barcelona at this hotel It is extremely good value for money ,1
 The weather  Staff were all very polite and professional Room very comfortable hotel easy to reach from London City Airport and a 2 minute walk to the nearest tube station Would definitely stay here again a perfect base for sight seeing either on foot or by tube The chocolates and birthday card in my room was such a lovely gesture ,1
 staff in the mask bar unfriendly great location and clean rooms very quiet ,1
 Strange definition of city view we could only see the rails of waterloo station Poor breakfast service queuing for 45 minutes before gettting a table in a conference room Being obliged to watch children movie on a big screen while having breakfast Poor quality of food especially bread We had to call the reception every day to have a complete towel set No Positive,0
No Negative Staff very helpful when one of out party fell ill and needed to stay longer in the room Thankyou,1
 Requested room near lift and they assumed I was disable and had walk in shower but room was on GF by reception too noisey Staff quickly changed for me which I was grateful however as I entered the room it had unpleasant smell as the bathroom toilet had no ventilation Bedroom also was blocked off with brickwall which was depressing Disappointed as last stay I was extremely pleased Hope they don t only treat first time guests well Gym was basement and as you enter the floor it smells of heavy dampness Gym treadmill inclined but couldn t come back down TV worked immitenently but no sound  The cleanliness the staff attitude is fantastic Parking availability on site ,1
 Matters so badNo Positive,1
 Location and room service menu Room and pool area,0
 the decor was dated conversations between rooms can be heard easily the wifi would partially work in the rooms there was a pungent odor from the bathroom or exterior  the location is excellent the customer service was friendly and very helpful ,0
 I dialed the housekeeping number on the phone two dozen times but it was never answered Also I was not informed before hand that the mini bar was included in the room rate hence I did not use it at all  The view of the River from the window was lovely The room received good sun shine ,0
 SPA acess prices Breakfast Staff,0
 Noise railway station atmosphere messy out of date rooms stained room carpets disappointing overall quality for such a high name hotel chain Expensive on site car parking  Not very much but great breakfast ,0
 The price was a bit high otherwise all okNo Positive,0
 Tiny rooms Place needs refurbishing Convenient location off Oxford Street ,0
 A bit difficult connection from the airport with 2 changes  Very nice room with a great view from the 9th floor Bathtub and a large bed ,1
 The location is best for business rather than for journeying into the central city Be prepared to walk or take a taxi into town or the train station The shuttle for the airport is also infrequent so we had to take a taxi Be careful of their connecting restaurant The Harbour Kitchen it s connected to the hotel but is its own thing and a terrible value  Super great breakfast that was also a great value The hotel had a nice gym and the whole hotel was nicely furnished and maintained The room itself was a good size and it was really nice to enjoy a bath after a long day out Great value for the price and the staff was always willing to help out ,1
 Bigger roomNo Positive,1
No Negative This hotel is fabulous in every way and the staff are very attentive and look after all your requirements ,1
No Negative The room was amazing Atmosphere in the hotel was superb ,1
 The room was too smallNo Positive,1
No Negative Hotel staff was very nice I personally do not like modern design and the room accommodations were very modern The a c was not as cold as I like In the late afternoon room was little warm Hotel was clean and service was great Located across the street form the park so it was a lovely location ,1
 Our room number was 334 and this was a horrible dark room with small size small double bed tacky furniture white tiled old fashined dirty bathroom and only one window We have asked for a change but reception people asked for extra money They have not changed our room till the last day of our stay which we can not appreciate since hotel was the worst memory we had in Vienna Room service did not change our bedding for 6 days  Location and breakfast were great During the six days stay we only have one good experience with the hotel staff Heba who has changed our room with a suit on the 6th day ,0
 It s not a 4 star hotel It s a modest 3 star that could be renovated  Location is good as in 10 minutes you are in the centre of Vienna Staff was very friendly ,1
 Although the train station is extremely close it is a bit of a hike to the city s center Small things felt a little off like the toilet seat in our bathroom wasn t properly fastened and there was always a loud clunk when you walked into the elevator but nothing that was a deal breaker  Room came with an excellent tub since moving to Italy I haven t had my own tub Room was exactly as pictured Breakfast was plentiful and diverse Tons of parking We arrived early and the staff allowed us to register early and leave our car and luggage Within spitting distance of the train station Good value for money ,1
 Very bad quality in everything Staff clean and services We had problem with the hotel and when we contact with the manager he want helpful and he didn t help us in anything and he didn t listen to us My advice to any one is to not book in this hotel because it is very bad hotel in every thing No Positive,0
 breakfast too expensive for what s on offer awesome location spacious luxurious rooms with comfy beds modern and stylish impressive Grand Etage with fantastic view,1
 We had 14 degree in our room over night it was problem with window old windows so you can ask for second quilt when you fill frozen or to sleep in sweater  near of centrum free refreshment water mufin snacks tee on the room friendly staff,0
 Maybe just when I first checked in and when I tried to pay admin bond fee the system said my card declined bit I knew I had available funds may have been a small system glitch A minor hiccup  Breakfast buffet was awesome staff very helpful and professional Room reasonable size and quiet which was really good Elevators nice and spacious and not waiting for long time for an elevator Staff friendly approachable helpful graceful and professional ,1
 Nothing could have been better Brilliant hotel in an excellent location Beautifully clean rooms and very friendly and helpful staff Will definitely stay here again ,1
"I stayed here with my --yo daughter for a week at the end of October including - days hunkered down during Hurricane Sandy
Excellent hotel which handled the Hurricane superbly
Tip-join the Presidents Club on checking in which is free and gives you free internet in the room,free gym and other benefits
Superb Breakfasts-we did bed and breakfast
Price good-far cheaper than nearby Four Seasons
Excellent Concierge Desk very helpful with restraunys etc
Tip-get metro plastic travel card to save moeny and use on metro and all buses",1
 I didn t like the style of the room as we were given the room next to the lift and so was T shaped making it feel small I liked the comfort of the bed and the location of hotel,0
 Nothing Everything,1
 Everything was great Staff was extremely helpful Room was clean but rather small We had superior room with a bit of more space compared to standard room Bed was super comfortable Saw comments that bathroom is extremely small It was small but I didn t feel lack of space Everything was neat and clean Location of the hotel is great Lots of eating places and bars You could do some shopping as well there are a lot of clothes stores in the area Hotel is close to Bastille station and 10 mins drive from Gare du Nord ,1
 Breakfast Brilliant location and quality of rooms,1
 The room was extremely small and there was a large stain on the carpet  Bathroom was nicely decorated ,0
 Not having breakfast included for the price Very stylish room with a huge bed,1
"The bathrooms were showing age, beds very comfortable. Rooms small but that's New York. The staff were very nice. Location is good. Had no problem with any noise from the street. Slept like a baby. Overall very happy with my stay,",1
 Bad smell in the room The view and the Heights restaurant,0
No Negative Everything,1
"The price was cheap, and rightly so! Very loud. Situated between an on-ramp and an on-ramp so no wonder. Without earplugs, good luck. Staff was nice, and were willing to let us check out a day early (we found a room for the same price via -rd party Internet site...much better). Room was clean, but very worn. All linen needs replacement. Parking is very limited, and though we did walk to the Gaslamp district it didn't seem like a great place to be walking around. Bottom line: If you don't want to pay much, and all you want a room over your head, this may be your place.",0
 Nothing really The location doesn t get much better than this The price was decent and the staff very friendly,1
 No hotel parking The one of the best hotels I have stayed in Excellent staff and very comfortable beds and impeccably clean ,1
 room service was rubbishNo Positive,0
 very poor old room not the deluxe room advertised and payed for No Positive,0
 Staff wasn t friendly enough you have to pay for parking also no air conditioning thereNo Positive,0
 Air conditioning was not working Car park paid for as requested on checking in but parking penalty notice issued for some reason which I am challengingNo Positive,0
 Breakfast wasn t appealing No tea facilities in room Shower is in desperate need of upgrading A lot of finishing touches needed packaging not removed from pictures clocks  Location is amazing All the staff were very helpful with great customer service Rooms all new Comfy bed Quiet rooms Hard to believe we were looking out to a busy road ,1
 Old elevator The quaintness of the property good location staff helpful,1
 No hearing no toothpaste woke up at 8 45 by cleanerNo Positive,0
 Staff speaks English poorly and are not polite They have not expressed any words of welcome or even spoke to me for 3 days words like hello how are you and can we help can not be heard  Location clean and comfy beds,0
 Did not like the same breakfast menu every day People with long stay gets bored with eating same thing again n again You need to change the menu on alternate days  The self laundry service is a saver for family with children And health club spa service is fantastic but quite expensive Should make it bit economical ,1
 Nothing really Service was good Location was good Food was great  The staff were especially helpful and friendly They even gave me a picnic breakfast on my last day because my departure was before the breakfast room opened They were very kind ,1
 The floor was not cleaned for a 2 days No Positive,1
 rooms a little tired looking in need of a facelift but very clean and well maintained room fitness room no showers only cardio machines i didnt want to get back in the lift all sweaty very polite and helpful staff great views well serviced rooms great location i would stay here again,1
No Negative everything was perfect,1
 The rooms were not of a good quality The bath wouldn t empty water  The bar and restaurant were closed ,0
"Pretty good place to stay, but for me the really noisy and uncontrollable airconditioning really lets it down! When you're awake you can't hear the TV even! When you're asleep, well, it wakes you up when it kicks in! If you want a restful nights sleep - this isn't the place to stay.",0
 Bath accessories no razor some day no complementary water Location shower staffs,1
No Negative Staff courtesy and efficiency Room decor perfe tly,1
 Breakfast could have been included in the price that we paid  Cleanliness of the room minibar general service close to the tube station ,1
 Waitin for check inn nd check out The enviroment the location,0
No Negative love the breakfast,1
No Negative Decor and option to buy breakfast vouchers,1
 Lifts your always waiting for them very busy hotel  Bed was comfy Reception team ,0
"I'm sitting in the hotel as I right this review and am not impressed with the room. The hotel is not modern in the least - it feels like you're staying in your grandmother's attic. Wallpaper is peeling off the wall, not well lit, very few outlets in the room -- especially convenient ones (none next to the bed or built into lamps), terrible views and loud construction noises woke me up at -am. Even the location is off the beaten path - closest L stop is on the Red Line -- so not accessible via the loop stops on the blue line from the airport without transferring. Health club is not on site either. There are hundreds of other hotels I would stay in over this one.",0
No Negative The enormous comfy bed,1
 Location it was abit tucked away not many places to eat or have a drink The rooms very well worth the money paid for the pool was an added bonus,0
No Negative Comfortable room Great location Quiet ,1
 Small and dated rooms Underwhelming breakfast Costly additional SPA facilities Staff uncompromising and rude Extreme renovation building noise Little value for money Good location,0
 no complaints location spec of apartment,1
No Negative Easy to use the metro line 1 stop Clot to get around town Staff was very helpful with calling taxis giving recommendations for dinner and so on The roof has a great view and a nice place to play cards or relax before going to dinner We had breakfast at the cafe next door or down the road so no comment on how the food was at the hotel Lobby bar was nice ,1
 Noisy corridor as we were located next to the cleaning supplies closet on the 2nd floor The air conditioning,0
